region,segment,OrderDate,UnitPrice,orderQuantity,stateOrProvince,year,totalCost,month
South,Red Wine,08.01.2013,11.97,6.0,Victoria,2013,71.82,1
South,Red Wine,30.11.2013,22.38,76.0,Victoria,2013,1700.88,11
South,Red Wine,11.06.2012,6.48,33.0,Victoria,2012,213.84,6
South,Red Wine,24.01.2012,3.85,1.0,Victoria,2012,3.85,1
South,Red Wine,26.01.2011,17.7,12.0,Victoria,2011,212.4,1
South,Red Wine,07.12.2011,100.98,1.0,Victoria,2011,100.98,12
South,Red Wine,03.01.2012,37.94,11.0,Victoria,2012,417.34,1
South,Red Wine,29.01.2012,6.48,3.0,Victoria,2012,19.44,1
South,Red Wine,21.10.2010,4.98,1.0,Victoria,2010,4.98,10
South,Red Wine,28.05.2012,5.78,14.0,Victoria,2012,80.92,5
South,Red Wine,07.11.2011,140.85,30.0,Victoria,2011,4225.5,11
South,Red Wine,16.08.2012,3.29,2.0,Victoria,2012,6.58,8
South,Red Wine,11.04.2011,10.06,12.0,Victoria,2011,120.72,4
South,Red Wine,20.06.2012,90.48,6.0,Victoria,2012,542.88,6
South,Red Wine,02.09.2013,30.98,8.0,Victoria,2013,247.84,9
South,Red Wine,05.06.2010,363.25,5.0,Victoria,2010,1816.25,6
South,Red Wine,10.06.2011,5.68,4.0,Victoria,2011,22.72,6
South,Red Wine,20.01.2011,6.69,4.0,Victoria,2011,26.76,1
South,Red Wine,22.11.2012,7.3,32.0,Victoria,2012,233.6,11
South,Red Wine,02.09.2011,5.84,1.0,Victoria,2011,5.84,9
South,Red Wine,16.08.2010,11.58,1.0,Victoria,2010,11.58,8
South,Red Wine,04.12.2010,5.98,20.0,Victoria,2010,119.6,12
South,Red Wine,07.09.2011,6.68,22.0,Victoria,2011,146.96,9
South,Red Wine,17.04.2010,419.19,10.0,Victoria,2010,4191.9,4
South,Red Wine,25.07.2013,41.71,10.0,Victoria,2013,417.1,7
South,Red Wine,20.03.2012,5.98,14.0,Victoria,2012,83.72,3
South,Red Wine,02.05.2011,3.15,4.0,Victoria,2011,12.6,5
South,Red Wine,31.12.2012,36.55,3.0,Victoria,2012,109.65,12
South,Red Wine,08.09.2010,11.55,14.0,Victoria,2010,161.7,9
South,Red Wine,18.05.2010,3.36,5.0,Victoria,2010,16.8,5
South,Red Wine,17.08.2012,2.89,18.0,Victoria,2012,52.02,8
South,Red Wine,20.09.2013,64.98,20.0,Victoria,2013,1299.6,9
South,Red Wine,17.09.2010,7.77,5.0,Victoria,2010,38.85,9
South,Red Wine,23.06.2010,6.48,10.0,Victoria,2010,64.8,6
South,Red Wine,04.02.2013,19.98,12.0,Victoria,2013,239.76,2
South,Red Wine,30.03.2012,3.15,2.0,Victoria,2012,6.3,3
South,Red Wine,19.04.2012,3.14,5.0,Victoria,2012,15.7,4
South,Red Wine,21.07.2011,12.28,15.0,Victoria,2011,184.2,7
South,Red Wine,23.06.2010,2.78,11.0,Victoria,2010,30.58,6
South,Red Wine,30.09.2010,896.99,13.0,Victoria,2010,11660.87,9
South,Red Wine,18.12.2012,4.76,8.0,Victoria,2012,38.08,12
South,Red Wine,21.08.2012,5.74,13.0,Victoria,2012,74.62,8
South,Red Wine,12.03.2013,4.0,8.0,Victoria,2013,32.0,3
South,Red Wine,22.08.2013,7.28,25.0,Victoria,2013,182.0,8
South,Red Wine,02.09.2013,165.2,3.0,Victoria,2013,495.6,9
South,Red Wine,02.09.2013,3.89,1.0,Victoria,2013,3.89,9
South,Red Wine,13.01.2013,5.28,9.0,Victoria,2013,47.52,1
South,Red Wine,07.07.2012,11.97,1.0,Victoria,2012,11.97,7
South,Red Wine,25.04.2012,2.18,3.0,Victoria,2012,6.54,4
South,Red Wine,18.03.2013,20.98,5.0,Victoria,2013,104.9,3
South,Red Wine,30.03.2013,1.14,5.0,Victoria,2013,5.7,3
South,Red Wine,20.02.2010,4.06,9.0,Victoria,2010,36.54,2
South,Red Wine,14.08.2012,20.98,22.0,Victoria,2012,461.56,8
South,Red Wine,20.05.2011,7.04,7.0,Victoria,2011,49.28,5
South,Red Wine,19.08.2011,2.08,16.0,Victoria,2011,33.28,8
West,Red Wine,24.01.2012,3.69,4.0,Western Australia,2012,14.76,1
West,Red Wine,14.02.2013,2.16,5.0,Western Australia,2013,10.8,2
West,Red Wine,16.03.2012,3.8,4.0,Western Australia,2012,15.2,3
West,Red Wine,02.05.2013,18.97,27.0,Western Australia,2013,512.19,5
West,Red Wine,22.11.2010,1.68,116.0,Western Australia,2010,194.88,11
West,Red Wine,12.10.2012,40.98,16.0,Western Australia,2012,655.68,10
West,Red Wine,19.03.2011,15.04,22.0,Western Australia,2011,330.88,3
West,Red Wine,24.11.2012,22.98,167.0,Western Australia,2012,3837.66,11
West,Red Wine,09.10.2010,28.15,45.0,Western Australia,2010,1266.75,10
West,Red Wine,06.04.2012,113.64,22.0,Western Australia,2012,2500.08,4
West,Red Wine,03.07.2012,6.48,61.0,Western Australia,2012,395.28,7
West,Red Wine,04.03.2012,6.48,21.0,Western Australia,2012,136.08,3
West,Red Wine,16.01.2012,3.69,13.0,Western Australia,2012,47.97,1
West,Red Wine,06.06.2011,8.34,65.0,Western Australia,2011,542.1,6
West,Red Wine,10.05.2013,6.48,52.0,Western Australia,2013,336.96,5
West,Red Wine,05.07.2010,80.98,34.0,Western Australia,2010,2753.32,7
West,Red Wine,07.12.2012,4.98,72.0,Western Australia,2012,358.56,12
West,Red Wine,22.01.2013,8.01,50.0,Western Australia,2013,400.5,1
West,Red Wine,16.01.2013,4.13,26.0,Western Australia,2013,107.38,1
West,Red Wine,15.10.2011,11.97,47.0,Western Australia,2011,562.59,10
West,Red Wine,15.10.2011,95.43,41.0,Western Australia,2011,3912.63,10
West,Red Wine,12.10.2011,4.13,5.0,Western Australia,2011,20.65,10
West,Red Wine,17.12.2013,10.98,56.0,Western Australia,2013,614.88,12
West,Red Wine,09.02.2011,11.19,4.0,Western Australia,2011,44.76,2
West,Red Wine,01.04.2011,24.95,34.0,Western Australia,2011,848.3,4
West,Red Wine,29.03.2010,5.78,29.0,Western Australia,2010,167.62,3
West,Red Wine,04.03.2013,25.98,34.0,Western Australia,2013,883.32,3
West,Red Wine,08.11.2011,7.68,48.0,Western Australia,2011,368.64,11
West,Red Wine,15.03.2013,3.36,8.0,Western Australia,2013,26.88,3
West,Red Wine,06.06.2010,2.84,59.0,Western Australia,2010,167.56,6
West,Red Wine,08.03.2012,5.8,46.0,Western Australia,2012,266.8,3
West,Red Wine,22.06.2012,193.17,76.0,Western Australia,2012,14680.92,6
West,Red Wine,27.12.2011,36.55,16.0,Western Australia,2011,584.8,12
West,Red Wine,23.11.2011,3.95,27.0,Western Australia,2011,106.65,11
West,Red Wine,04.08.2013,2.88,15.0,Western Australia,2013,43.2,8
West,Red Wine,07.02.2012,30.98,13.0,Western Australia,2012,402.74,2
West,Red Wine,14.08.2013,3.36,3.0,Western Australia,2013,10.08,8
West,Red Wine,05.07.2010,2.88,8.0,Western Australia,2010,23.04,7
West,Red Wine,02.06.2013,279.81,18.0,Western Australia,2013,5036.58,6
West,Red Wine,31.08.2012,12.28,1.0,Western Australia,2012,12.28,8
West,Red Wine,16.11.2010,8.17,19.0,Western Australia,2010,155.23,11
West,Red Wine,08.09.2012,15.42,21.0,Western Australia,2012,323.82,9
West,Red Wine,12.06.2013,28.15,4.0,Western Australia,2013,112.6,6
West,Red Wine,18.02.2011,7.3,5.0,Western Australia,2011,36.5,2
West,Red Wine,27.05.2011,6.3,17.0,Western Australia,2011,107.1,5
West,Red Wine,03.01.2010,4.26,7.0,Western Australia,2010,29.82,1
West,Red Wine,07.10.2013,43.57,20.0,Western Australia,2013,871.4,10
West,Red Wine,17.05.2012,1.88,2.0,Western Australia,2012,3.76,5
West,Red Wine,06.12.2012,95.99,9.0,Western Australia,2012,863.91,12
West,Red Wine,04.03.2010,10.14,1.0,Western Australia,2010,10.14,3
West,Red Wine,18.08.2010,15.99,23.0,Western Australia,2010,367.77,8
West,Red Wine,12.05.2012,6.48,18.0,Western Australia,2012,116.64,5
West,Red Wine,07.09.2011,11.7,6.0,Western Australia,2011,70.2,9
West,Red Wine,17.03.2013,43.41,2.0,Western Australia,2013,86.82,3
West,Red Wine,04.08.2010,15.73,4.0,Western Australia,2010,62.92,8
West,Red Wine,24.06.2013,415.88,2.0,Western Australia,2013,831.76,6
West,Red Wine,13.01.2011,172.99,13.0,Western Australia,2011,2248.87,1
West,Red Wine,21.12.2011,3.75,23.0,Western Australia,2011,86.25,12
West,Red Wine,09.02.2011,20.98,7.0,Western Australia,2011,146.86,2
West,Red Wine,07.01.2011,3.28,11.0,Western Australia,2011,36.08,1
West,Red Wine,10.04.2012,40.98,4.0,Western Australia,2012,163.92,4
West,Red Wine,10.04.2012,35.44,10.0,Western Australia,2012,354.4,4
West,Red Wine,11.04.2012,7.04,1.0,Western Australia,2012,7.04,4
West,Red Wine,18.02.2012,56.96,14.0,Western Australia,2012,797.44,2
West,Red Wine,09.05.2011,5.16,4.0,Western Australia,2011,20.64,5
West,Red Wine,30.10.2013,15.57,15.0,Western Australia,2013,233.55,10
West,Red Wine,16.09.2010,22.84,12.0,Western Australia,2010,274.08,9
West,Red Wine,05.08.2013,11.09,22.0,Western Australia,2013,243.98,8
West,Red Wine,19.12.2012,21.38,5.0,Western Australia,2012,106.9,12
West,Red Wine,28.01.2010,1.68,1.0,Western Australia,2010,1.68,1
West,Red Wine,29.09.2012,3.98,20.0,Western Australia,2012,79.6,9
West,Red Wine,09.04.2012,1.98,8.0,Western Australia,2012,15.84,4
West,Red Wine,24.09.2013,5.68,18.0,Western Australia,2013,102.24,9
West,Red Wine,05.08.2013,1.68,25.0,Western Australia,2013,42.0,8
West,Red Wine,14.11.2010,59.78,7.0,Western Australia,2010,418.46,11
West,Red Wine,02.02.2012,5.94,7.0,Western Australia,2012,41.58,2
West,Red Wine,01.04.2011,55.29,4.0,Western Australia,2011,221.16,4
West,Red Wine,24.01.2012,11.58,12.0,Western Australia,2012,138.96,1
West,Red Wine,17.02.2010,6.04,1.0,Western Australia,2010,6.04,2
West,Red Wine,15.06.2010,6.48,19.0,Western Australia,2010,123.12,6
West,Red Wine,07.12.2013,110.98,1.0,Western Australia,2013,110.98,12
West,Red Wine,10.12.2012,4.48,10.0,Western Australia,2012,44.8,12
West,Red Wine,16.10.2011,304.99,15.0,Western Australia,2011,4574.85,10
West,Red Wine,25.07.2011,7.28,5.0,Western Australia,2011,36.4,7
West,Red Wine,04.08.2011,4.98,1.0,Western Australia,2011,4.98,8
West,Red Wine,05.01.2013,11.34,11.0,Western Australia,2013,124.74,1
West,Red Wine,25.05.2010,30.56,17.0,Western Australia,2010,519.52,5
West,Red Wine,05.03.2012,35.89,6.0,Western Australia,2012,215.34,3
West,Red Wine,12.05.2013,24.92,8.0,Western Australia,2013,199.36,5
West,Red Wine,22.06.2013,5.78,18.0,Western Australia,2013,104.04,6
West,Red Wine,29.10.2013,18.97,19.0,Western Australia,2013,360.43,10
West,Red Wine,08.08.2012,34.76,10.0,Western Australia,2012,347.6,8
West,Red Wine,20.05.2012,15.67,17.0,Western Australia,2012,266.39,5
West,Red Wine,28.03.2013,7.98,11.0,Western Australia,2013,87.78,3
West,Red Wine,29.06.2012,5.8,1.0,Western Australia,2012,5.8,6
West,Red Wine,19.03.2012,4.98,9.0,Western Australia,2012,44.82,3
West,Red Wine,31.03.2012,4.98,3.0,Western Australia,2012,14.94,3
West,Red Wine,02.01.2013,19.84,3.0,Western Australia,2013,59.52,1
West,Red Wine,31.07.2013,10.98,15.0,Western Australia,2013,164.7,7
West,Red Wine,18.10.2013,5.98,20.0,Western Australia,2013,119.6,10
West,Red Wine,26.12.2011,3.38,2.0,Western Australia,2011,6.76,12
West,Red Wine,24.09.2012,4.98,1.0,Western Australia,2012,4.98,9
West,Red Wine,27.06.2012,59.98,11.0,Western Australia,2012,659.78,6
West,Red Wine,16.09.2013,5.68,8.0,Western Australia,2013,45.44,9
West,Red Wine,05.05.2013,12.28,13.0,Western Australia,2013,159.64,5
West,Red Wine,20.10.2011,6.68,2.0,Western Australia,2011,13.36,10
West,Red Wine,06.02.2011,29.74,6.0,Western Australia,2011,178.44,2
West,Red Wine,17.10.2012,29.14,6.0,Western Australia,2012,174.84,10
West,Red Wine,11.01.2010,14.42,5.0,Western Australia,2010,72.1,1
West,Red Wine,02.02.2012,25.99,4.0,Western Australia,2012,103.96,2
West,Red Wine,14.05.2012,5.34,2.0,Western Australia,2012,10.68,5
West,Red Wine,02.08.2011,34.76,11.0,Western Australia,2011,382.36,8
West,Red Wine,06.04.2013,18.97,10.0,Western Australia,2013,189.7,4
West,Red Wine,17.01.2012,4.28,2.0,Western Australia,2012,8.56,1
West,Red Wine,28.03.2012,22.38,13.0,Western Australia,2012,290.94,3
West,Red Wine,22.12.2010,5.43,1.0,Western Australia,2010,5.43,12
West,Red Wine,23.06.2011,208.16,15.0,Western Australia,2011,3122.4,6
West,Red Wine,01.10.2010,5.18,4.0,Western Australia,2010,20.72,10
West,Red Wine,03.06.2012,16.98,1.0,Western Australia,2012,16.98,6
West,Red Wine,03.06.2012,225.04,4.0,Western Australia,2012,900.16,6
West,Red Wine,22.02.2011,4.98,1.0,Western Australia,2011,4.98,2
West,Red Wine,05.08.2012,3.28,11.0,Western Australia,2012,36.08,8
West,Red Wine,05.06.2012,155.06,4.0,Western Australia,2012,620.24,6
West,Red Wine,12.07.2012,55.48,9.0,Western Australia,2012,499.32,7
West,Red Wine,09.11.2013,1270.99,14.0,Western Australia,2013,17793.86,11
West,Red Wine,04.05.2013,2.88,2.0,Western Australia,2013,5.76,5
West,Red Wine,10.08.2012,2.18,15.0,Western Australia,2012,32.7,8
West,Red Wine,01.01.2011,6.68,11.0,Western Australia,2011,73.48,1
West,Red Wine,15.06.2010,2.94,18.0,Western Australia,2010,52.92,6
West,Red Wine,20.04.2013,64.98,1.0,Western Australia,2013,64.98,4
West,Red Wine,27.12.2010,5.98,17.0,Western Australia,2010,101.66,12
West,Red Wine,21.11.2013,21.38,20.0,Western Australia,2013,427.6,11
West,Red Wine,22.09.2012,15.7,3.0,Western Australia,2012,47.1,9
West,Red Wine,09.01.2012,5.28,11.0,Western Australia,2012,58.08,1
West,Red Wine,17.11.2012,5.34,32.0,Western Australia,2012,170.88,11
West,Red Wine,12.03.2013,367.99,9.0,Western Australia,2013,3311.91,3
West,Red Wine,12.03.2013,4.24,5.0,Western Australia,2013,21.2,3
West,Red Wine,22.01.2013,2.08,1.0,Western Australia,2013,2.08,1
West,Red Wine,29.12.2012,6.48,4.0,Western Australia,2012,25.92,12
West,Red Wine,19.02.2010,11.29,8.0,Western Australia,2010,90.32,2
West,Red Wine,27.07.2011,1.82,13.0,Western Australia,2011,23.66,7
West,Red Wine,01.09.2011,1.98,17.0,Western Australia,2011,33.66,9
West,Red Wine,12.06.2013,46.89,14.0,Western Australia,2013,656.46,6
West,Red Wine,11.10.2013,165.2,24.0,Western Australia,2013,3964.8,10
West,Red Wine,09.04.2013,7.64,12.0,Western Australia,2013,91.68,4
West,Red Wine,26.05.2011,90.24,16.0,Western Australia,2011,1443.84,5
West,Red Wine,01.10.2010,6.48,21.0,Western Australia,2010,136.08,10
West,Red Wine,16.04.2010,2.78,9.0,Western Australia,2010,25.02,4
West,Red Wine,30.08.2013,16.98,22.0,Western Australia,2013,373.56,8
West,Red Wine,05.03.2013,2.88,1.0,Western Australia,2013,2.88,3
West,Red Wine,15.04.2012,6.48,1.0,Western Australia,2012,6.48,4
West,Red Wine,28.08.2013,5.68,12.0,Western Australia,2013,68.16,8
West,Red Wine,25.11.2011,21.98,24.0,Western Australia,2011,527.52,11
West,Red Wine,26.09.2011,10.98,12.0,Western Australia,2011,131.76,9
West,Red Wine,20.02.2010,5.81,10.0,Western Australia,2010,58.1,2
West,Red Wine,15.03.2013,10.91,5.0,Western Australia,2013,54.55,3
West,Red Wine,18.10.2013,4.06,9.0,Western Australia,2013,36.54,10
West,Red Wine,13.12.2011,48.04,13.0,Western Australia,2011,624.52,12
West,Red Wine,24.02.2012,22.84,2.0,Western Australia,2012,45.68,2
West,Red Wine,12.04.2010,8.34,6.0,Western Australia,2010,50.04,4
West,Red Wine,12.04.2010,8.04,9.0,Western Australia,2010,72.36,4
West,Red Wine,28.12.2011,155.06,6.0,Western Australia,2011,930.36,12
West,Red Wine,25.11.2013,5.98,28.0,Western Australia,2013,167.44,11
West,Red Wine,11.08.2010,37.94,1.0,Western Australia,2010,37.94,8
West,Red Wine,16.10.2013,5.28,3.0,Western Australia,2013,15.84,10
West,Red Wine,23.07.2011,80.98,3.0,Western Australia,2011,242.94,7
West,Red Wine,15.10.2013,4.98,18.0,Western Australia,2013,89.64,10
West,Red Wine,10.01.2011,6.68,3.0,Western Australia,2011,20.04,1
West,Red Wine,07.08.2013,1.98,11.0,Western Australia,2013,21.78,8
West,Red Wine,11.11.2013,4.13,40.0,Western Australia,2013,165.2,11
West,Red Wine,13.02.2012,4.55,8.0,Western Australia,2012,36.4,2
South,Rose / Sparkling Wine,05.01.2010,28.48,2.0,Australian Capital Territory,2010,56.96,1
South,Rose / Sparkling Wine,03.11.2013,20.99,38.0,Australian Capital Territory,2013,797.62,11
South,Rose / Sparkling Wine,22.03.2010,39.48,4.0,Australian Capital Territory,2010,157.92,3
South,Rose / Sparkling Wine,05.06.2012,6.48,19.0,Australian Capital Territory,2012,123.12,6
South,Rose / Sparkling Wine,27.02.2012,115.99,5.0,Australian Capital Territory,2012,579.95,2
South,Rose / Sparkling Wine,10.01.2011,4.77,8.0,Australian Capital Territory,2011,38.16,1
South,Rose / Sparkling Wine,10.11.2013,90.97,24.0,Australian Capital Territory,2013,2183.28,11
South,Rose / Sparkling Wine,28.07.2013,66.99,9.0,Australian Capital Territory,2013,602.91,7
South,Rose / Sparkling Wine,08.03.2011,150.98,9.0,Australian Capital Territory,2011,1358.82,3
South,Rose / Sparkling Wine,03.09.2013,27.48,15.0,Australian Capital Territory,2013,412.2,9
South,Rose / Sparkling Wine,13.02.2010,80.97,11.0,Australian Capital Territory,2010,890.67,2
South,Rose / Sparkling Wine,25.09.2010,65.99,15.0,Australian Capital Territory,2010,989.85,9
South,Rose / Sparkling Wine,15.04.2011,155.99,5.0,Australian Capital Territory,2011,779.95,4
South,Rose / Sparkling Wine,02.03.2011,45.99,7.0,Australian Capital Territory,2011,321.93,3
South,Rose / Sparkling Wine,28.06.2011,65.99,3.0,Australian Capital Territory,2011,197.97,6
South,Rose / Sparkling Wine,14.07.2012,65.99,2.0,Australian Capital Territory,2012,131.98,7
South,Rose / Sparkling Wine,15.11.2013,115.99,9.0,Australian Capital Territory,2013,1043.91,11
South,Rose / Sparkling Wine,08.09.2012,115.79,4.0,Australian Capital Territory,2012,463.16,9
South,Rose / Sparkling Wine,05.09.2011,4.89,12.0,Australian Capital Territory,2011,58.68,9
South,Rose / Sparkling Wine,04.11.2011,205.99,19.0,Australian Capital Territory,2011,3913.81,11
South,Rose / Sparkling Wine,04.07.2010,399.98,2.0,Australian Capital Territory,2010,799.96,7
South,Rose / Sparkling Wine,28.09.2011,39.48,7.0,Australian Capital Territory,2011,276.36,9
South,Rose / Sparkling Wine,10.06.2010,7.28,3.0,Australian Capital Territory,2010,21.84,6
South,Rose / Sparkling Wine,15.03.2011,65.99,7.0,Australian Capital Territory,2011,461.93,3
South,Rose / Sparkling Wine,28.09.2012,85.99,17.0,Australian Capital Territory,2012,1461.83,9
South,Rose / Sparkling Wine,26.09.2011,65.99,14.0,Australian Capital Territory,2011,923.86,9
South,Rose / Sparkling Wine,04.02.2010,145.45,8.0,Australian Capital Territory,2010,1163.6,2
South,Rose / Sparkling Wine,06.08.2010,28.99,21.0,Australian Capital Territory,2010,608.79,8
South,Rose / Sparkling Wine,16.04.2012,195.99,9.0,Australian Capital Territory,2012,1763.91,4
South,Rose / Sparkling Wine,27.11.2011,55.99,20.0,Australian Capital Territory,2011,1119.8,11
South,Rose / Sparkling Wine,22.10.2011,3499.99,4.0,Australian Capital Territory,2011,13999.96,10
South,Rose / Sparkling Wine,17.06.2013,20.95,12.0,Australian Capital Territory,2013,251.4,6
South,Rose / Sparkling Wine,18.12.2013,115.99,6.0,Australian Capital Territory,2013,695.94,12
South,Rose / Sparkling Wine,17.05.2013,35.99,5.0,Australian Capital Territory,2013,179.95,5
South,Rose / Sparkling Wine,22.06.2012,195.99,5.0,Australian Capital Territory,2012,979.95,6
South,Rose / Sparkling Wine,01.11.2012,125.99,36.0,Australian Capital Territory,2012,4535.64,11
South,Rose / Sparkling Wine,28.05.2011,150.98,3.0,Australian Capital Territory,2011,452.94,5
East,Rose / Sparkling Wine,14.10.2013,65.99,84.0,New South Wales,2013,5543.16,10
East,Rose / Sparkling Wine,11.04.2012,65.99,49.0,New South Wales,2012,3233.51,4
East,Rose / Sparkling Wine,27.02.2013,90.97,33.0,New South Wales,2013,3002.01,2
East,Rose / Sparkling Wine,20.05.2013,65.99,27.0,New South Wales,2013,1781.73,5
East,Rose / Sparkling Wine,22.12.2011,30.98,19.0,New South Wales,2011,588.62,12
East,Rose / Sparkling Wine,22.04.2012,8.12,3.0,New South Wales,2012,24.36,4
East,Rose / Sparkling Wine,15.02.2013,115.99,49.0,New South Wales,2013,5683.51,2
East,Rose / Sparkling Wine,27.03.2010,175.99,39.0,New South Wales,2010,6863.61,3
East,Rose / Sparkling Wine,29.09.2011,7.37,46.0,New South Wales,2011,339.02,9
East,Rose / Sparkling Wine,06.10.2011,119.99,29.0,New South Wales,2011,3479.71,10
East,Rose / Sparkling Wine,06.10.2011,35.99,61.0,New South Wales,2011,2195.39,10
East,Rose / Sparkling Wine,30.04.2010,195.99,24.0,New South Wales,2010,4703.76,4
East,Rose / Sparkling Wine,26.08.2011,125.99,29.0,New South Wales,2011,3653.71,8
East,Rose / Sparkling Wine,08.01.2012,115.99,13.0,New South Wales,2012,1507.87,1
East,Rose / Sparkling Wine,19.01.2013,145.45,55.0,New South Wales,2013,7999.75,1
East,Rose / Sparkling Wine,01.02.2011,30.98,31.0,New South Wales,2011,960.38,2
East,Rose / Sparkling Wine,09.04.2010,2.12,46.0,New South Wales,2010,97.52,4
East,Rose / Sparkling Wine,11.09.2012,65.99,5.0,New South Wales,2012,329.95,9
East,Rose / Sparkling Wine,01.01.2011,145.45,7.0,New South Wales,2011,1018.15,1
East,Rose / Sparkling Wine,27.08.2013,10.01,16.0,New South Wales,2013,160.16,8
East,Rose / Sparkling Wine,17.06.2012,95.99,6.0,New South Wales,2012,575.94,6
East,Rose / Sparkling Wine,18.05.2013,40.98,16.0,New South Wales,2013,655.68,5
East,Rose / Sparkling Wine,20.06.2011,5.02,16.0,New South Wales,2011,80.32,6
East,Rose / Sparkling Wine,13.09.2013,175.99,22.0,New South Wales,2013,3871.78,9
East,Rose / Sparkling Wine,01.08.2013,3502.14,3.0,New South Wales,2013,10506.42,8
East,Rose / Sparkling Wine,26.08.2013,205.99,11.0,New South Wales,2013,2265.89,8
East,Rose / Sparkling Wine,23.01.2013,20.97,2.0,New South Wales,2013,41.94,1
East,Rose / Sparkling Wine,18.11.2011,22.98,26.0,New South Wales,2011,597.48,11
East,Rose / Sparkling Wine,11.03.2013,2550.14,2.0,New South Wales,2013,5100.28,3
East,Rose / Sparkling Wine,25.09.2010,29.89,12.0,New South Wales,2010,358.68,9
East,Rose / Sparkling Wine,08.06.2012,28.48,20.0,New South Wales,2012,569.6,6
East,Rose / Sparkling Wine,21.02.2012,85.99,2.0,New South Wales,2012,171.98,2
East,Rose / Sparkling Wine,21.02.2012,205.99,1.0,New South Wales,2012,205.99,2
East,Rose / Sparkling Wine,26.12.2011,20.99,11.0,New South Wales,2011,230.89,12
East,Rose / Sparkling Wine,20.12.2010,1360.14,6.0,New South Wales,2010,8160.84,12
East,Rose / Sparkling Wine,01.02.2012,51.98,4.0,New South Wales,2012,207.92,2
East,Rose / Sparkling Wine,09.12.2011,73.98,7.0,New South Wales,2011,517.86,12
East,Rose / Sparkling Wine,04.08.2013,35.99,24.0,New South Wales,2013,863.76,8
East,Rose / Sparkling Wine,20.06.2013,7.99,11.0,New South Wales,2013,87.89,6
East,Rose / Sparkling Wine,15.05.2010,8.32,12.0,New South Wales,2010,99.84,5
East,Rose / Sparkling Wine,08.11.2011,150.98,38.0,New South Wales,2011,5737.24,11
East,Rose / Sparkling Wine,16.10.2012,152.48,8.0,New South Wales,2012,1219.84,10
East,Rose / Sparkling Wine,10.01.2011,9.78,6.0,New South Wales,2011,58.68,1
East,Rose / Sparkling Wine,22.06.2012,155.99,9.0,New South Wales,2012,1403.91,6
